batch_id,timestamp,temperature,conveyor_speed,hold_time,batch_size,material_type,hour_of_day,operator_exp,temp_speed_product,temp_deviation,speed_deviation,hold_per_kg,shift,hours_into_shift,quality_score,yield_pct,performance_pct,energy_kwh,co2_kg,energy_per_kg,fault_type
B0000,2025-09-01 06:00:00,-0.9469523144232926,0.3791005415803179,-0.159474364616578,-1.5687205252058705,-0.8599948692228586,0.5724438851035523,0.01649967737390177,0.12206080606101287,0.20552156278114672,-0.7499879817892214,0.8563437882117336,1.2295421669651547,-1.0560897033864696,90.6,94.7,93.0,29.8,24.44,0.078836,normal
B0001,2025-09-01 08:25:33,-0.8768661037156731,2.6237626566003573,0.6563915787497698,-1.1898825923520966,1.7313267706200302,0.8002255852193652,0.01649967737390177,2.2690930473458644,0.08444847719578795,3.0079870711846275,1.301951235351498,1.2295421669651547,-0.5972942851354918,84.0,86.6,85.7,40.8,33.46,0.1,normal
B0002,2025-09-01 10:11:45,-0.24609020734712375,-1.8803290873543292,-0.06058152299641498,0.8305863828680302,-0.8599948692228586,0.5724438851035523,1.4059461930708965,-1.8717124212748866,-1.0052092930724417,1.8459816271729768,-0.5216144513555464,1.2295421669651547,-1.0560897033864696,93.7,93.7,89.5,29.2,23.94,0.051408,normal
B0004,2025-09-01 10:56:10,0.9453753746823621,0.6892183337870333,0.0877577394338304,1.2978198333876845,0.4356659506985857,0.34466218498773943,1.4059461930708965,0.9186639784623407,0.2458792579762662,-0.23079405999678176,-0.6078488800419204,1.2295421669651547,-1.5148851216374475,89.0,93.3,92.7,34.5,28.29,0.057025,normal
B0003,2025-09-01 11:41:38,0.38468568902142564,-0.00485482019942719,-1.4203580952736612,0.23707362139711793,1.7313267706200302,-1.2498097158229506,0.01649967737390177,0.09159647607116014,-0.7227054267066044,-1.2939054236670153,-1.252342733823782,-0.8133108622604399,-1.0560897033864696,94.6,94.3,91.8,31.7,25.99,0.060845,normal
B0005,2025-09-01 12:10:11,-0.8535040334798022,0.15758783286123493,1.0519629452304227,-0.040740862695649506,-0.8599948692228586,-0.7942463155913249,0.01649967737390177,-0.06392783421037032,0.044090782000668294,-1.1208407830695353,0.735766545475206,-0.8133108622604399,-0.13849886688451388,92.4,94.6,94.1,35.4,29.03,0.070942,normal
B0006,2025-09-01 12:31:21,1.5527892008150406,-0.09345990368705955,-0.011135102186333479,-0.8994401771642034,0.4356659506985857,-1.4775914159387635,0.01649967737390177,0.29477012300348593,1.2951793330493764,-1.1455643031548897,0.4566840071225859,-0.8133108622604399,-1.5148851216374475,91.0,93.2,92.2,33.9,27.8,0.078654,normal
B0010,2025-09-01 16:18:31,-1.8814351238581846,-2.190446879561046,-0.6044921519073132,0.9568656938192881,-0.8599948692228586,0.5724438851035523,-1.3729468383230932,-2.4983402550661653,1.819829370585931,2.3651755489654165,-0.9315582069816901,1.2295421669651547,-1.0560897033864696,82.9,86.8,83.89999999999998,28.8,23.62,0.049827,normal
B0008,2025-09-01 21:12:48,-0.03583157522427174,0.260960430263472,-1.0247867287930073,-1.5813484563009963,-0.8599948692228586,-0.33868291535969913,1.4059461930708965,0.24352755768722054,-1.3684285498285182,-0.9477761424720555,-0.008076163237456527,-0.8133108622604399,0.7790919696174418,99.5,96.8,96.9,30.5,25.01,0.080902,normal
B0007,2025-09-01 22:05:41,-0.2928143478188657,-1.3191635585993184,0.780007630774974,-0.24278776021766219,-0.8599948692228586,-0.33868291535969913,1.4059461930708965,-1.3417893067847309,-0.9244939026822026,0.9064878639295145,0.6599104397160761,-0.8133108622604399,0.7790919696174418,89.8,93.7,92.1,33.0,27.06,0.068323,normal
B0013,2025-09-01 23:08:26,-0.3161764180547433,0.08375026328820727,0.7058379995598514,-1.7707674227278831,0.4356659506985857,-1.2498097158229506,0.01649967737390177,0.0014533047678526323,-0.8841362074870828,-1.2444583834963066,1.959465166987539,-0.8133108622604399,-1.0560897033864696,93.6,95.7,92.9,36.1,29.6,0.099724,normal
B0014,2025-09-01 23:49:05,0.05761670571921878,0.260960430263472,1.1014093660405042,-0.3943229333591717,-0.8599948692228586,0.5724438851035523,1.4059461930708965,0.2675084533458986,-1.2877131594382791,-0.9477761424720555,1.025321755145318,1.2295421669651547,-1.0560897033864696,94.8,97.4,94.7,34.3,28.13,0.072824,wet_material
B0009,2025-09-02 00:33:32,-0.8067798930080602,-0.7579980298443085,-0.011135102186333479,-1.1646267301618451,-0.8599948692228586,-0.33868291535969913,-1.3729468383230932,-0.9219283485912477,-0.036624608389571,-0.03300589931394766,0.6574573815696367,-0.8133108622604399,0.7790919696174418,89.3,93.8,90.7,29.8,24.44,0.072683,calibration_needed
B0015,2025-09-02 01:07:35,0.5248581104366647,1.1322437512251993,0.7058379995598514,-1.2656501789228514,1.7313267706200302,0.1168804848719266,-1.3729468383230932,1.241195308021576,-0.4805592555358868,0.5109115425638463,1.4199810715513383,-0.8133108622604399,1.6966828061193975,90.0,88.3,87.9,38.0,31.16,0.094527,normal
B0016,2025-09-02 05:18:06,-1.6478144214994617,0.260960430263472,0.2855434226741573,1.1589125913413008,0.4356659506985857,-0.566464615475512,0.01649967737390177,-0.1693031705086042,1.4162524186347352,-0.9477761424720555,-0.4279264998396057,-0.8133108622604399,0.32029655136646396,89.9,91.9,91.0,36.2,29.68,0.060943,normal
B0021,2025-09-02 07:23:38,-1.4375557893766095,0.2314254024342626,-0.35726004785690485,1.4746108687194457,0.4356659506985857,0.34466218498773943,-1.3729468383230932,-0.1430569785173462,1.0530331618786584,-0.997223182642764,-0.9467482978115658,1.2295421669651547,-1.5148851216374475,90.7,92.6,91.0,36.3,29.77,0.058643,normal
